JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
.NET Developer,Astral Technologies,"Kandivali, Mumbai, Maharashtra",9 days ago,2020-12-26,"Required Experience, Skills and Qualifications*.
Minimum 2 Years work experience.
Should have worked earlier in ERP Application.
Agile SDLC for small teams.",
UI/UX Developer,WovV Technologies,"Navi Mumbai, Maharashtra",4 days ago,2020-12-26,"Locations : Navi Mumbai, Vadodara, Chennai, Remote, WFH, Remote.
We are looking for an experienced UI/UX Designer who responsible for designing and delivering…",
Web Engineer - Front End / UI Developer,Primetech Software,"Kandivali, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Seeking front end/UI developers to build killer websites and web apps using the latest web technologies.
For further communciation, please send your Queries /…",
"Intern, Technology (Open EdX Developer)",TeachForIndia,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"The Intern, Technology (Open EdX Developer) will play a key role in the maintenance and enhancement of Firki - the Teacher Training Portal of Teach for India.",
Web Developer,CyberSol Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"The developer will be responsible for coding and creating high quality, professional websites.
Skills Required : Experience of 2 - 5 years in the coding and…",
UI/ UX Developer,Mystro,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Experience :1 to 2 years.
Main responsibilities would include developing Creative content like Banners, Promotion Emailers, Websites etc.",
Data Scientist,Decimal Point Analytics,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Develop software solutions for internal and client use in the space of Machine Learning / AI.
Develop best practices and espouse quality initiatives within the…",
Software Engineer Freshers,Vudum Srinu (Proprietor Of Suncity Star Technology...,"Mumbai, Maharashtra",14 days ago,2020-12-26,"Diploma/B. Tech in Computer Science / Information Technology / Electronics & Telecommunication or MCA pass out in the Year 2017,2018, 2019 & 2020, can only…","₹1,50,000 - ₹2,50,000 a year"
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Dot Net Developer | 4 to 6 years | Mumbai,Capgemini,"Mumbai, Maharashtra",4 days ago,2020-12-26,"Experience in application development using NET.
At least 2 years of experience on WPF Database Microsoft SQL Server or equivalent.",
ASP.Net Developer,DIMA ENGINEERING,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Desired Qualification : BE/B.Tech/MCA.
Desired Experience : 0-1 Years.
Job Location : Andheri(w), Mumbai, Maharashtra.",
Software Engineer - Sharepoint Developer,Marsh and McLennan,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Strong experience on SharePoint O365 as a hands-on developer.
MMC is seeking candidates for the following position based in the Mumbai office:",
14. Technology - Developer (Full Stack),Netscribes,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Development of web based and console based applications.
Writing test-backed server-side codeAnalyzing requirements and designing new functionalitySupporting…",
Android App Developer,ideamagix,"Mumbai, Maharashtra",30+ days ago,2020-12-26,We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers…,
Software Developer – Engineering (Dynamo/CAD/BIM),XS CAD India,"Mumbai, Maharashtra",17 days ago,2020-12-26,"Date Posted: March 20, 2019.
Date Posted: December 20, 2020.
Job Level: 5-Day Week.
Job Level: 5-Day Week.
Bachelor's/Master's degree.",
Backend Developer,Games Ninety One Fantasy Sports And Skilled Games...,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Backend developer: 1 year (Preferred).
Proven work experience as a Back-end developer.
In-depth understanding of the entire web development process (design,…","₹25,000 - ₹40,000 a month"
Backend Developer,ANI Calls India Private Limited,"Mumbai, Maharashtra",14 days ago,2020-12-26,"Inspire, mentor, and encourage developers to apply the industry's best practices.
Work on the inception phase of projects, including collecting requirements,…","₹8,00,000 - ₹14,00,000 a year"
Software Developer,CMOTS Infotech,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Application Development, Website Development, Coding & Implementation, Database query.
Any Graduate (BSc Comp BCA, BSE IT, MCA, BTech, BE, MSc Comp).",
Software Developer,CosmoData Tech.,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Engineering degree in Computer Science or IT or related (or) BCA with MCA or similar.
Should have completed the degree with First class.",
Python Backend Developer - Remote India,Vamstar,"Mumbai, Maharashtra",1 day ago,2020-12-26,"The successful candidates will be working in a team of highly skilled and experienced developers, data scientists and CTO.
Total work: 2 years (Required).","₹7,00,901 - ₹10,00,000 a year"
JUNIOR .NET DEVELOPER,Astral Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Related Experience: Minimum 1.5 Years work experience having knowledge of.
Interested candidates kindly mail your cv at hr@astralgroup.in.",
Wordpress Developer,Brand Catalyst Media,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Strong Knowledge of the Wordpress Core.
Strong experience in working with Wordpress at a PHP code level.
Experience with the WooCommerce plugin.",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Full Stack Developer – NodeJS – Internships,REVOLUX SOLUTIONS,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Integration of user-facing elements developed by front-end developers with server side logic.
We are looking for a Node.js Developer responsible for managing…","₹3,000 - ₹5,000 a month"
Web Developer,B2BBricks,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Education Any Graduate/Post-Graduates.
Skill PHP, UI/UX Design, Back-End Development.",
Full Stack .Net Developer,Om Consultancy Services,"Mumbai, Maharashtra",18 days ago,2020-12-26,"Net developer with a minimum of 5 years of experience in ASP .net , RESTful service, modern JS framework such as Angular / Vue / React, SCRUM team / agile…","₹40,000 - ₹80,000 a month"
Senior Python Developer,RedLotus,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Design, develop and implement web applications across different platforms.
Build efficient back-end features in Python.
Manage testing and bug fixes.",
Dot Net Developer,Drawsera,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Develop Enterprise Level Web based applications in ASP.NET.
Develop Enterprise Level Desktop applications in C#.NET.",
Full stack Developer,Camsdata,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"To complete all of the deliverables, the right developer will have experience in the following :
Highly experienced with back-end programming languages Ex: PHP,…",
Web Developer/Designer,AVM Cloud Solution - DomainAdda,"Mira Road, Maharashtra",12 days ago,2020-12-26,"2+ years’ experience in application development, testing and SDLC (software development life cycle) implementation experience.
Job Types: Full-time, Walk-In.","₹20,000 - ₹30,000 a month"
Web Developer,FullMoon Outdoor Web Services,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Monthly Salary: 33,000 INR - 35,000 INR.
For faster processing, email your resume to our gmail account ""dianne.fullmooninc"".
Be creative and proactive at work.","₹33,000 - ₹35,000 a month"
Python Django Developers,Brand Catalyst Media,"Mumbai, Maharashtra",30+ days ago,2020-12-26,We are looking for experienced Django (Python) developers with a minimum experience of 1 year with the Django framework who are well versed in building Python…,
Full stack developer,Cedar Management Consulting,"Mumbai, Maharashtra",7 days ago,2020-12-26,Cedar Consulting is seeking to recruit a senior website/PHP Laravel Full stack developer to effectively manage and maintain its active website and help building…,
Web Developer,Altois,"Kandivali, Mumbai, Maharashtra",30+ days ago,2020-12-26,"You will get to be a part of a fast growing company, and work on Full Stack Web technologies.
We are also constantly innovating by building new and exciting…","₹15,000 - ₹25,000 a month"
Java Developer,SMARTe Inc,"Vashi, Navi Mumbai, Maharashtra",21 days ago,2020-12-26,"We are hiring for a Java developer for an IT Product based Company.
Experience in building a single page application using JavaScript frameworks like ReactJS.","₹6,00,000 a year"
Software Developer,Datamini Technologies,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Location: Andheri (E), Mumbai, MH.
You will be responsible for delivering high quality/performance maintainable code.
Preparation of training manuals for users.",
Software Developer,BitBlue Technology,"Mumbai, Maharashtra",30+ days ago,2020-12-26,We are looking for developers who can build interesting use cases utilizing modern technologies.,
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Wordpress Developer,The Bombay Digital Company,"Mumbai, Maharashtra",28 days ago,2020-12-26,"Looking for an experienced WordPress developer to support development, maintenance and management of Corp and Country affiliate sites on WordPress Network …","₹12,000 - ₹18,000 a month"
PHP Developer,rozgarkhoj,"Powai, Mumbai, Maharashtra",10 days ago,2020-12-26,"Developing and maintaining API's.
Manding In house website,database.
Hands on Experience: (atleast 6 months).
Optional)Git Versioning,composer, npm.","₹10,000 a month"
Sr. Front End Developer,Anvis Digital,"Lower Parel, Mumbai, Maharashtra",24 days ago,2020-12-26,"Experience Required: 4 - 7 years.
Skilled at front-end development using Object-Oriented JavaScript, various JavaScript frameworks React JS.",
.NET MVC Developer,MARAEKAT INFOTECH,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Net MVC developer having 2+ years of experience to build software using languages and technologies of the .
NET, HTML, CSS, XML, JavaScript, jQuery, Angular JS)…",
React Native Developer,Expertrons,"Mumbai, Maharashtra",7 days ago,2020-12-26,Expertrons is an initiative by experienced professionals turned entrepreneurs (IITB alum) having built a few of India's largest companies across multiple…,"₹5,00,000 - ₹12,00,000 a year"
.Net Developer (3+ yrs),Integrated Personnel Services Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"IPS Group is looking for .
Net Developer with our Fintech client.
Experience: 3 yrs to 6 yrs.
Note: Alternate Saturdays working and twice a week need to…",
Sr. Developer (ROR/Full stack),Curve Tomorrow,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Work for a company with a great purpose, great culture and an attractive salary!
""*Are you looking to build products that can change the world and help us reach…","₹10,00,000 - ₹20,00,000 a year"
Senior Odoo Developer,eJam,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We plan to offer a salary of Rs.10-15 lakh per annum for senior developers (more than 5 years experience.
We are looking for expert Odoo developers (5+ years…","₹10,00,000 - ₹15,00,000 a year"
Java Developer,Nimetler Technologies Private Limited,"Navi Mumbai, Maharashtra",15 days ago,2020-12-26,"Nimetler Technologies Private Limited is looking for JAVA technology candidates for work from home project.
Minimum 1 year experience and completed at least 2…",
Software Developer - intern | Thane,Applied Cloud Computing,"Thane, Maharashtra",30+ days ago,2020-12-26,"ACC has the deep expertise to drive cloud adoption for Financial Services organizations, including the largest Indian banks, Insurance firms, investment…",
Angular Developer,Neosoft Technologies Pvt.Ltd,"Mumbai, Maharashtra",30+ days ago,2020-12-26,We are looking for developers who will either be responsible to develop a new website or maintain old web applications built in Angular JS and Angular 2+.,
Jr Web Developer,sapwood ventures,"Mumbai, Maharashtra",1 day ago,2020-12-26,"Php, nodejs/python, MVC framework (good to have zend framework), MySQL, jQuery, bootstrap, HTML5, css, cron jobs.
Please refer to the Job description above.",
ASP.NET MVC Application Developer,Accenture,"Mumbai, Maharashtra",3 days ago,2020-12-26,"About Accenture: Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive,…",
Xamarin Developer,ServPRO Technologies,"Malad, Mumbai, Maharashtra",Today,2020-12-26,"Qualification : B.Tech./B.E./MCA/B.Sc.
Expertise on at least one mobile platform - Native Android or native iOS (using Xamarin).
NET framework 4.6 or higher.",
Database Administrator/ Developer,Reserve Bank Information Technology Private Limite...,"Navi Mumbai, Maharashtra",3 days ago,2020-12-26,"The role is part of Research and Innovation vertical.
We’re looking for MySQL database administrator for RBI’s project developed by ReBIT’s research and…",
Dot Net Developer,MAIOTEK SOFTWARE PVT LTD,"Kandivali, Mumbai, Maharashtra",2 days ago,2020-12-26,"Net, ( Win forms), MS SQL 2008, Good Communication Skills.
1)Good knowledge of Object Oriented Programming and techniques.
Knowledge of SQL 2008 R2.","₹2,00,000 a year"
Full Stack Developer,Richpanel,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Richpanel is the new, modern way businesses provide customer support.
We’re on a mission to make customer support fun and personal.
Salary : 6 LPA – 12 LPA.","₹6,00,000 - ₹12,00,000 a year"
Tableau Developer,Directi,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Radix is the world's largest new domains registry with 10 new extensions that include .
UNO; as well as 1 re-purposed country code top-level domain, .PW.",
"PHP Software Developer, Website Developer, CODEIGNITER (PHP Framework)",EROCKETMALL ONLINE ASIA LIMITED,"Andheri, Mumbai, Maharashtra",9 days ago,2020-12-26,"Oxiinc Group is an Indian multinational technology company that specializes in Internet-related services and products.
What We Have For You: *.","₹20,000 - ₹50,000 a month"
Xamarin Developer,Vaamoz Online,"Mumbai, Maharashtra",21 days ago,2020-12-26,"Experience with xamarin/C# , SQL) \* Experience with API integration (Rest, JSON, XML).
Excellent understanding of iOS and Android.","₹2,20,000 - ₹9,00,000 a year"
Senior C# Developer,nph technologies,"Navi Mumbai, Maharashtra",18 days ago,2020-12-26,"Lead and manage backend developers team including code reviews.
Proficient in C# with a good knowledge of its ecosystem, with more than 4 years of hands on…","₹7,50,000 - ₹12,50,000 a year"
Hybrid Application Developer,SKEIN TECHNOLOGIES,"Mumbai, Maharashtra",17 days ago,2020-12-26,"No of open positions* : 5 Permanent + 5 Contract.
Primary skills: Ionic Framework, Angular JavaScript.
CTC Range: 3.6 – 4.5 L/A.","₹25,000 - ₹40,000 a month"
Cold Fusion software developer,ANI Calls India Private Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Eight years of program development experience or an equivalent combination of education and experience required.
HTML and CSS development experience.","₹7,00,000 - ₹18,00,000 a year"
Front End Developer,Multirecruit,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Develop new user-facing features.
Build reusable code and libraries for future use.
Ensure the technical feasibility of UI/UX designs.","₹4,00,000 - ₹7,00,000 a year"
Sr. Dot Net Developer,WatchYourHealth.com,"Thane, Maharashtra",15 days ago,2020-12-26,"We are looking for star developers who are looking at working with next generation health-tech company.
The right candidate will have -.","₹6,00,000 - ₹7,00,000 a year"
Asp.net MVC Developer,Chrisel Technolab,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"NET Core, Web Technologies HTML, CSS, JS, jQuery, ASP .
NET MVC C#, SQL Server.
It is important to have a strong sense of database management practices and…",
Android Developer Intern,Pushlytics,"Mumbai, Maharashtra",24 days ago,2020-12-26,"Working directly with developers and product managers to conceptualize, build, test and realise products.
Every growing business is trying to predict the future…","₹1,000 a month"
Sr. PHP Developer,Profero Techno Pvt Ltd.,"Mumbai, Maharashtra",19 days ago,2020-12-26,"Work with development teams and product managers to ideate software solutions.
Design client-side and server-side architecture.
Expected Start Date: 20/12/2020.","₹40,000 - ₹60,000 a month"
"Hiring ""Software Developer"" - Mumbai",HR Dynamics,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking candidates with good knowledge in ""Software Developer"".
Knowledge / Skills - PHP, JavaScript, SQL, CSS, Dot Net.
Salary - 20 - 25 k pm.","₹20,000 - ₹25,000 a month"
Android Developer,Appetals Solutions,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Required Experience, Skills and Qualifications -*.
Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes.","₹3,00,000 - ₹5,50,000 a year"
Content Developers,Prime Softech Solutions,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Company Name : Prime Softech Solutions Pvt. Ltd.
Qualifications : Any Graduate with 0-2 years of experience in any field.",
UI/UX Developer,Domainz Guru I Pvt Ltd,"Sanpada, Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"Domainz Guru is hiring for the following talent :
Translation of UI/UX design wireframes to actual code.
Proficient understanding of web markup including CSS…",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
MOBILE APP DEVELOPER,KheloMore,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Drop your CV at: careers@khelomore.com.
We are looking for an analytical and perceptive professional who is a skilled communicator and able to collaborate with…",
ReactJS Developer | 2 - 4 years| Thane,Applied Cloud Computing Pvt. Ltd.,"Mumbai, Maharashtra",16 days ago,2020-12-26,"We are looking for a skilled React.js Developer to join our front-end development team.
In this role, you will be responsible for developing and implementing…","₹2,70,000 a year"
Software Developer,PreventiNe Life Care,"Navi Mumbai, Maharashtra",8 days ago,2020-12-26,NET/MVC Lead/Developer who comes from a strong hands on background with for building and maintaining internal and external facing web/desktop applications.,"₹4,00,000 - ₹10,00,000 a year"
Salesforce Developer,Cymetrix Software,"Mumbai, Maharashtra",9 days ago,2020-12-26," Mentor less experienced developers.
 Design and build customized solutions in Salesforce.com and other Force.com.
 Execute change management processes.","₹3,90,226 - ₹16,86,034 a year"
Dot Net Developer with Web API,Finacus Solutions Pvt Ltd,"Andheri, Mumbai, Maharashtra",21 days ago,2020-12-26,"Job Location: SEEPZ – Andheri, Mumbai.
Working Day: 6 Days Working / Alternate Saturday Off.
Working Time: 9:30 am to 6:30 pm.
NET Web API, and SQL Server.",
Asp.Net Developer (Insurance/ Financial Services),Tejora Technologies,"Andheri, Mumbai, Maharashtra",23 days ago,2020-12-26,"Net MVC, Restful API development, HTML5, CSS3 & Java Script, J Query, ADO.
Highly proficient with the MVC framework.
Good proficiency in any one ORM.",
Senior PHP Developer,sevenseas skynet,"Wadala, Maharashtra",10 days ago,2020-12-26,"Experience in the following technologies: PHP, MVC , javascript, json,jquery.
Excellent written and verbal communication skills..","₹25,000 - ₹40,000 a month"
Software Engineer,Edulab Educational Exchange,"Mumbai, Maharashtra",Today,2020-12-26,"Looking for experienced javascript gurus who can code front end as well as back end with just the same ease.
Closely work with the tech and design folks.","₹2,45,000 a year"
ReactJS Developer,Dataviv Media Network,"Mumbai, Maharashtra",21 days ago,2020-12-26,"ReactJs developer with experience in Django.
Software development: 1 year (Preferred).",
UI/Web Developer,IMDS LIMITED,"Vashi, Navi Mumbai, Maharashtra",6 days ago,2020-12-26,"Work with other developers to ensure that the website is functional and visually appealing.
Developing and conceptualizing a comprehensive UI/UX design strategy…","₹15,000 a month"
Software Developer - Hybris,"Nvision Solutions, Inc.","Mumbai, Maharashtra",14 days ago,2020-12-26,Bring expertise on the Hybris platform and be responsible for supporting delivery teams through design and build in the capacity of a developer on Digital…,"₹5,00,000 a year"
iOS Application Developer,PARAS CADD PVT. LTD.,"Mumbai, Maharashtra",7 days ago,2020-12-26,"Strong experience in developing iOS applications using Objective C and especially Swift - please provide links to published apps.
Job Types: Full-time, Fresher.","₹15,000 - ₹20,000 a day"
Python developer with AI & ML,Chrisel Technolab,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Design distributed applications, architectural trade-offs applying synchronous and asynchronous design patterns, write code, and deliver with speed and quality.",
Front End Developer (Angular JS),infini systems (IN),"Vidyavihar, Mumbai, Maharashtra",29 days ago,2020-12-26,"JS technologies are evolving fast and we need people who can learn at the same speed.
Front End Developer - Angular JS.",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Windchill associate developer,ANI Calls India Private Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Must have strong Experience in Installation and configuration of PTC software, Customization, GUI development, Testing, Debugging.","₹8,00,000 - ₹12,00,000 a year"
Software Developer,MyFundBucket,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Qualification & Experience 1 +Years of experience.
Role Scope • Develop cutting edge web-based applica-.
Tions and web- site for e-commerce.",
Mobile Developer,Ceinsys Tech,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Strong development skills on IOS and Android mobile development.
Must have worked on GIS based mobile application development.",
SSAS Developer,AGUILASS,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"3 - 7 Years Mumbai, Hyderabad.
Years of Experience: 3-7 Years.
The Lead BI Engineer is responsible for the implementation of Business Intelligence program and…",
PHP Developer/NodeJs Developer,Gray Matrix,"Mumbai, Maharashtra",22 days ago,2020-12-26,"Gray Matrix specializes in delivering cutting edge digital transformation and technology services which empower global businesses to outperform competition,…",
Pegasystems RPA Developer,ANI Calls India Private Limited,"Mumbai, Maharashtra",14 days ago,2020-12-26,"A resource is responsible for developing, troubleshooting, debugging, and deploying various interfaces and modules in RPA applications.","₹8,00,000 - ₹16,00,000 a year"
Full Stack Developer,Jay Mahesh Automall India Ltd,"Mumbai, Maharashtra",28 days ago,2020-12-26,"We are looking for a Full Stack Developer to produce scalable software solutions.
You’ll be part of a cross-functional team that’s responsible for the full…","₹20,000 - ₹25,000 a month"
Sr. Full Stack Developer,Future India Services,"Mumbai, Maharashtra",29 days ago,2020-12-26,"Fluent English Required, and able to provide well-articulated and reasoned explanations for when and why to apply software design patterns.","₹12,00,000 - ₹15,00,000 a year"
Web Developer - UI Developer,C Com Enterprises,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Web Development: Development of websites, e-Commerce portals and intranet-extranet.
Mobile Compliant Web Development: mobi-sites and responsive sites.",
Software Developer,Hayagreeva Consulting Private Limited,"Mumbai, Maharashtra",8 days ago,2020-12-26,"We are hiring AEM Senior Developer who have 3+ years of IT experience with at least 2 Years in AEM Technology.
FEO, JS and CSS minification and optimization.",
Whiteboard Animation Developer,Saibex Network,"Mumbai, Maharashtra",23 days ago,2020-12-26,"Job description – Graphics designer / UI Expert / Whiteboard animation expert*.
Should be able to create high- quality Animation / Whiteboard / explain the…","₹10,861 - ₹25,000 a month"
Java Developer,Finesse Minds,"Mumbai, Maharashtra",14 days ago,2020-12-26,"Proficiency in development using specific Java 8 features is expected together with very strong OOPS knowledge, threads, concurrency and data structures for…","₹15,00,000 a year"
Software Developer,Asmacs,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Qualification:Bachelor degree in Computer Science, BCA.
Experience : Must Have Min 1 Years.",
Android Developer,Xiphi Tech,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Years of Experience 1-3.
Joining Date Oct 25, 2015.
Integration with REST services, SQLite, Sensors.
Document activities and project details for KB.",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
"Oracle, D2k developer",Melstar Information Technologies Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Experience : 2 to 4 yrs.
Good experience in oracle, pl/sql.
Experience in D2K forms and reports.
Good analytical and problem solving skills.",
PHP Web Developer,Intellect infotrade,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Coordinating with co-developers and another related department.
Good knowledge of API integrations.
Knowledge of JSON, XML, Jquery, Ajax, JavaScript.","₹8,000 a month"
Full Stack Asp.Net Developer,Bolt-Tech Services,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Concrete working experience with ASP.
Strong knowledge on libraries such as Angular 8+ and IONIC 4+.
Good Proficiency in JavaScript, TypeScript, HTML, CSS.",
VBA Developer,AZ7 Global,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Skills:: VBA, Advanced Excel, Macros.
Job Description: Excellent Programming & Design Skills in VBA, Advanced Excel .",
SOFTWARE APPLICATIONS DEVELOPER,Designscape,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Graduate with specialization in Computer Science / Certification in Microsoft Technologies.
At least 3 years of interactive experience in the field of software…",
Sr. Software Developer,Octaware Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Bachelor’s degree in Computer Science or equivalent.
4-5 years of experience in .
NET technologies (ASP.NET, C#, XML, MS SQL Server 2005/2008).",
PHP Developer (Mumbai),INNsight.com,"Malad, Mumbai, Maharashtra",27 days ago,2020-12-26,Our newest developers will be required to fully understand the platform and extend it in a multitude of ways to optimize and drive increased functionality.,"₹15,000 - ₹20,000 a month"
Dotnet developer,New Global Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Our MNC client requires Software Developers/ Team Leads/ Architects for VB.
NET , ASP.NET , C# , SQL Server .
NET,ASP .Net or VB .",
Dot Net Developer,Saisanket Enterprises.,"Borivali, Mumbai, Maharashtra",23 days ago,2020-12-26,"Candidate should have thorough oknowledge of Node JS/ Angular JS/ MVC/ Android studio/SQL/MYSQL/ Crystal report.
Salary: ₹400,000.00 - ₹900,000.00 per year.","₹4,00,000 - ₹9,00,000 a year"
Java Developer,Dusane Infotech Pvt Ltd,"Thane, Maharashtra",15 days ago,2020-12-26,"Design, build and maintain rest api and web ui.
Ensure the performance, quality of applications.
Collaborate with different team members, clients to define,…","₹1,00,000 - ₹5,00,000 a year"
Angular Developer,TIGI HR Solution Pvt. Ltd.,"Mumbai, Maharashtra",7 days ago,2020-12-26,"1 Google meet (audio and video) with HR and 2 other developer and Manager will be there.
CTC up to: 12 LPA*.
Preferably also experience in Ionic and developing…","₹40,000 - ₹90,000 a month"
Sr.WooCommerce Developer,GBIM Technologies Pvt Ltd,"Ghansoli, Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"Collaborate with designers, developers, and project managers on client projects.
Urgent opening for WooCommerce Developer.
Exp: 3 to 5 year.","₹30,000 - ₹50,000 a month"
Wordress and Shopify Developer - Mumbai/Pune,The Plum Tree Group,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"The ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design, and coding of websites using HTML, CSS,…",
iOS Developer,Genext Students,"Mumbai, Maharashtra",4 days ago,2020-12-26,"An iOS developer is responsible for developing applications for mobile devices powered by Apple’s iOS operating system.
Working experience in iOS development.",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
SQL Developer,Vivotex India,"Mumbai, Maharashtra",17 days ago,2020-12-26,"We are hiring for top mnc company and for first one year it is contract period nd then it would be a permanent.
Looking for immediate to 15 days NP candidates.",
ASP.NET MVC Developer,Vervali System Pvt ltd,"Andheri, Mumbai, Maharashtra",2 days ago,2020-12-26,"Net MVC Developer for Andheri - Sakinaka, Mumbai.
Hands-on experience in a Web application using Asp.net MVC, C#, and SQL Server.
Experience: 2 to 3 Yrs in Asp.","₹1,00,000 - ₹3,20,000 a year"
ASP.NET Developer,Saibex Network,"Mumbai, Maharashtra",15 days ago,2020-12-26,"Candidate who has 1 to 2 year experience only should apply..
Producing fully functional programs and writing clean and testable codes.","₹1,80,000 - ₹3,00,000 a year"
Senior Software Developer – C++,Gilbarco,"Mumbai, Maharashtra",14 days ago,2020-12-26,"Working closely with other developers, UX designers, business and systems analysts.
Define high level design documents.
On-line support to customers.",
Front End Developer,Matrix Bricks Infotech,"Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"Company Name: * Matrix Bricks Infotech.
Shift Timings: * 9.30 pm to 6.30 am.
Matrix Bricks provides the perfect mixture of innovative technology and outside the…","₹18,000 - ₹25,000 a month"
"C#.Net Developer, Technical Supporter",Softtact Technologies,"Malad, Mumbai, Maharashtra",20 days ago,2020-12-26,"SoftTact is a software development firm with expertise in Medical Image Processing, Geometric Optimization, Tomography, 3D scanning, GPU computing and DICOM.","₹8,000 - ₹10,000 a month"
PHP Developer,PHP Developer,"Mumbai, Maharashtra",24 days ago,2020-12-26,"Work with UI developers to integrate complaint code into application.
Responsible for building, clean, web standards and complaint code.","₹30,000 a month"
Power BI Developer - Contract,Rave Technologies,"Worli, Mumbai, Maharashtra",30+ days ago,2020-12-26,"A strong and/or experienced Power BI developer is required.
Rave Technologies – A Northgate Public Services Company, is a software services company that works…",
